Link,ID,Version,Shipname,Launch,H.,P.,Type,B.M.,Disp.,Guns,Fate,S.B.,Note
ShowShip.php?id=2513,1363,0,Sans Pareil,1794,W,W,3rd rate,2245,,80,1842,,1796.06.01 captured from the French. 1810 sheer hulk
ShowShip.php?id=39,1364,0,Sans Pareil,1851,W,S,3rd rate,2339,3800,70,1867,414,Converted to screw on stocks
ShowShip.php?id=2529,1365,0,Sapphire,1827,W,W,6th rate,604,,28,1864,,
ShowShip.php?id=127,1366,0,Sapphire,1874,W,S,Corvette,1405,1970,14,1892,,
ShowShip.php?id=2453,1367,0,Sappho,1806,W,W,Brig-sloop,384,,18,1830,,
ShowShip.php?id=2028,1368,0,Sappho,1837,W,W,Brig-sloop,428,,16,1859,,Foundered on Australian station
ShowShip.php?id=2030,1369,0,Sappho,1873,C,S,Sloop,727,940,4,1887,,
ShowShip.php?id=2031,1370,0,Saracen,1831,W,W,Brig-sloop,228,,10,1862,,1854 survey vessel
ShowShip.php?id=2033,1372,0,Satellite,1826,W,W,Sloop,456,,18,1849,,
ShowShip.php?id=128,1373,0,Satellite,1855,W,S,Corvette,1462,2189,21,1879,415,
ShowShip.php?id=2514,1374,0,Saturn,1786,W,W,3rd rate,1646,,74,1868,,1813.12 58 gun 4th rate. 1825.09 h.s.
ShowShip.php?id=2034,1375,0,Savage,1830,W,W,Brig-sloop,227,,10,1866,,1853 dockyard chain lighter
,1376,0,Savage,1856,W,S,Gunboat,232,,4,1888,416,1864 =YC.3 mooring vessel
ShowShip.php?id=2036,1377,0,Scorpion,1832,W,W,Brig-sloop,228,,10,1874,,1848 survey vessel. 1858 lent Thames police
ShowShip.php?id=2037,1378,0,Scorpion,1863,I,S,Turret ship,1857,2751,4,1903,417,1863.07.04 launched as El Tousson (Turkish) but intended for US Confederate navy. Siezed and purchased. 1869 guard ship. Foundered on passage after sale
,1379,0,Scotia,1863,W,P,Tug,268,,0,1898,418,ex-mercantile launched 1863.06.20
ShowShip.php?id=2040,1380,0,Scourge,1844,W,P,1st class sloop,1124,,6,1865,419,
,1381,0,Scourge,1871,I,S,Gunboat,,254,1,1930,420,1904 = C.79 tank vessel
ShowShip.php?id=2042,1382,0,Scout,1832,W,W,Sloop,488,,18,1852,,
ShowShip.php?id=129,1383,0,Scout,1856,W,S,Corvette,,2187,21,1877,,
ShowShip.php?id=2454,1384,0,Scylla,1809,W,W,Brig-sloop,385,,18,1846,,
ShowShip.php?id=130,1385,0,Scylla,1856,W,S,Corvette,1467,2189,21,1882,,
ShowShip.php?id=2043,1386,0,Seaflower,1830,W,W,Cutter,116,,4,1866,,
,1387,0,Seaflower,1873,W,S,Training brig,425,454,8,1908,,1836 Symonds design
ShowShip.php?id=2044,1388,0,Seagull,1831,W,W,Schooner,279,,6,1852,,
ShowShip.php?id=2045,1389,0,Seagull,1855,W,S,Gunboat,232,,4,1864,421,
,1390,0,Seagull,1868,W,S,Gunvessel,663,805,3,1887,422,
ShowShip.php?id=197,1391,1,Seahorse,1830,W,W,5th rate,1215,,46,1902,,1847 screw frigate. 1856 screw mortar frigate. 1870 = Lavinia c.h.
ShowShip.php?id=1681,1391,2,Lavinia,1870,,,,,,,,,Seahorse 1830
ShowShip.php?id=2594,1392,0,Seahorse,1880,S,S,Tug,319,521,3,1920,,Steel twin screw special service steamer
ShowShip.php?id=2047,1393,0,Sealark,1843,W,W,Brig,319,,10,1898,,1853 training brig
,1394,0,Security,1785,W,W,Storeship,142,,,1852,,18?? dockyard service
ShowShip.php?id=2515,1395,0,Semiramis,1808,W,W,5th rate,944,,36,1844,,
ShowShip.php?id=2049,1396,0,Sepoy,1856,W,S,Gunboat,232,,4,1868,423,
ShowShip.php?id=2050,1397,0,Serapis,1866,I,S,Troopship,4173,6211,3,1894,,
ShowShip.php?id=2051,1398,0,Seringapatam,1819,W,W,5th rate,1152,,46,1873,,1847 r.s. 1852 c.h.
ShowShip.php?id=2052,1399,0,Serpent,1832,W,W,Brig-sloop,434,,16,1861,,1857 target
ShowShip.php?id=2053,1400,0,Serpent,1860,W,S,Gunvessel,695,877,4,1875,424,
ShowShip.php?id=198,1401,0,Severn,1856,W,W,4th rate,1944,,50,1876,425,1860 screw frigate
ShowShip.php?id=2055,1403,0,Shamrock,1812,W,W,Gun-brig,180,,12,1867,,1831 h.s. 1863 = WV.18 Coastguard watch vessel
ShowShip.php?id=2056,1404,0,Shamrock,1856,W,S,Gunboat,232,,4,1867,426,
ShowShip.php?id=2057,1405,1,Shannon,1806,W,W,5th rate,1066,,38,1859,,1844 = St Laurence
ShowShip.php?id=2115,1405,2,St Laurence,1844,,,,,,,,,Shannon 1806
ShowShip.php?id=94,1406,0,Shannon,1855,W,S,Frigate,2667,3636,51,1871,,
ShowShip.php?id=2058,1407,0,Shannon,1875,I,S,Frigate,,5390,15,1899,,
ShowShip.php?id=2059,1408,0,Sharpshooter,1846,I,S,Gunvessel,503,625,9,1869,427,
ShowShip.php?id=2060,1409,0,Shearwater,1837,W,P,Packet,343,,,1857,,
ShowShip.php?id=179,1410,0,Shearwater,1861,W,S,Sloop,669,811,11,1877,,
,1411,0,Sheerness,1863,W,P,Tug,233,,0,1906,429,
ShowShip.php?id=2061,1412,0,Sheldrake,1825,W,W,Brig-sloop,228,,10,1855,,
ShowShip.php?id=2062,1413,0,Sheldrake,1855,W,S,Gunboat,232,,4,1865,428,
,1414,1,Sheldrake,1875,C,S,Gunboat,,455,4,1906,,1888 = Drake drill ship. 1893 = WV.29. 1906 = Drake
,1414,2,Drake,1888,,,,,,,,,Sheldrake 1875
,1414,3,Drake,1906,,,,,,,,,Sheldrake 1875
ShowShip.php?id=2065,1416,0,Sidon,1846,W,P,1st class frigate,1329,,8,1864,,
ShowShip.php?id=2067,1417,0,Simoom,1849,I,S,Frigate,1980,2920,20,1887,430,Not commissioned as frigate. 1852 troopship
,1419,0,Sinbad,1834,W,W,Dockyard lighter,109,,,1866,,1854 mortar vessel. 1855 = MV.2 1856 = Sinbad YC.3
ShowShip.php?id=2070,1420,1,Sir Edward Hughes,1806,W,W,5th rate,962,,38,1859,,ex-East Indiaman presenterd. 1807 = Tortoise storeship 22. 1824 c.h. 1841 store hulk
ShowShip.php?id=2196,1420,2,Tortoise,1807,,,,,,,,,Sir Edward Hughes 1806
ShowShip.php?id=2071,1421,0,Siren,1841,W,W,Brig-sloop,549,,16,1868,,
ShowShip.php?id=2072,1422,0,Sirius,1813,W,W,5th rate,1090,,38,1862,,1860 target
ShowShip.php?id=180,1423,0,Sirius,1868,W,S,Sloop (1876: Corvette),,1760,6,1885,,
ShowShip.php?id=2357,1424,0,Skipjack,1827,W,W,Schooner,118,,3,1841,,1841.06.01 wrecked in Cayman islands
ShowShip.php?id=2073,1425,0,Skipjack,1855,W,S,Gunboat,232,,4,1879,431,1874 hulk
ShowShip.php?id=2074,1426,0,Skylark,1826,W,W,Brig-sloop,,,10,1845,,1845.04.25 wrecked on Kimmeridge Ledge
ShowShip.php?id=2075,1427,0,Skylark,1855,W,S,Gunboat,232,,3,1906,,
ShowShip.php?id=2076,1428,0,Slaney,1857,W,S,Gunboat,301,,3,1870,432,1870.05.09 wrecked in typhoon near Hong Kong
ShowShip.php?id=2077,1429,0,Snake,1832,W,W,Brig-sloop,434,,16,1847,,1847.08.29 wrecked in Mozambique Channel
ShowShip.php?id=2078,1430,0,Snake,1854,W,S,Gunvessel,477,,2,1864,433,
,1431,0,Snake,1871,I,S,Gunboat,,254,1,19??,434,1907 = YC.15 dockyard cable lighter
,1432,0,Snap,1847,,,Steam transport,,,,1848,,
ShowShip.php?id=2081,1433,0,Snap,1855,W,S,Gunboat,232,,3,1868,435,1868 resold to Japanese navy as Katu Ten Kan
,1434,0,Snap,1872,I,S,Gunboat,,251,1,1909,436,
ShowShip.php?id=2083,1435,0,Snapper,1813,W,W,Gun-brig,184,,12,1865,,1824 Coastguard
ShowShip.php?id=2084,1436,0,Snapper,1854,W,S,Gunboat,216,284,4,1906,437,1865 c.h.
,1438,0,Snipe,1801,W,W,Gun-brig,185,,12,1846,,1816 mooring lighter
ShowShip.php?id=2087,1439,0,Snipe,1828,W,W,Cutter,122,,6,1860,,
ShowShip.php?id=2088,1440,0,Snipe,1860,W,S,Gunvessel,428,570,5,1868,438,
,1441,0,Snipe,1874,,,Coastguard vessel,20,,,1914,,1914.02.03 foundered. Raised and sold
,1442,0,Sophia,1850,,,Discovery vessel,150,,,1853,,Purchased
ShowShip.php?id=2091,1443,0,Soudan,1840,I,P,Exploration vessel,249,253,1,1844,,1844 wrecked on Nigerian coast
ShowShip.php?id=2092,1444,0,Southampton,1820,W,W,4th rate,1476,,60,1912,,1867 lent as t.s.
ShowShip.php?id=2093,1445,0,Spanker,1856,W,S,Gunboat,232,,4,1874,439,
ShowShip.php?id=2094,1446,0,Sparrow,1828,W,W,Cutter,160,,,1860,,1844 survey ketch
,1447,0,Sparrow,1860,W,S,Gunvessel,428,570,5,1868,440,
ShowShip.php?id=2358,1448,0,Sparrowhawk,1807,W,W,Brig-sloop,385,,18,1841,,
ShowShip.php?id=2096,1449,0,Sparrowhawk,1856,W,S,Gunvessel,676,,4,1872,441,
ShowShip.php?id=2097,1450,0,Spartan,1841,W,W,6th rate,911,,26,1862,,
ShowShip.php?id=181,1451,0,Spartan,1868,W,S,Sloop (1876: Corvette),1269,1755,6,1882,442,
ShowShip.php?id=2098,1452,0,Spartiate,1798,W,W,3rd rate,1949,,74,1857,,1798.08.01 captured at the Nile (French). 1842 sheer hulk
,1453,0,Speedwell,1841,W,W,Survey cutter,73,,,1855,,Purchased
,1454,0,Speedwell,1861,W,S,Gunvessel,,570,5,1876,443,
ShowShip.php?id=2455,1455,0,Speedy,1803,W,W,Brig-sloop,379,,16,1818,,
ShowShip.php?id=2101,1456,0,Speedy,1828,W,W,Cutter,123,,4,1866,,1853 = YC.11 mooring lighter
,1457,0,Speedy,1860,W,S,Gunboat,268,330,2,1889,444,
ShowShip.php?id=2359,1458,0,Spey,1827,W,W,Packet brig,231,,4,1840,,1833 packet. 1840.11.28 wrecked on Racoon Key Bahamas
,1459,0,Spey,1856,W,S,Gunboat,232,,4,1863,,
ShowShip.php?id=2104,1460,0,Sphinx,1846,W,P,1st class sloop,1056,1611,6,1881,,
ShowShip.php?id=2105,1461,0,Spider,1835,W,W,Schooner,183,,6,1861,,1847 packet
ShowShip.php?id=2106,1462,0,Spider,1856,W,S,Gunboat,232,,4,1870,,
ShowShip.php?id=2107,1463,0,Spiteful,1842,W,P,1st class sloop,1054,1379,6,1883,,
ShowShip.php?id=2108,1464,0,Spitfire,1834,W,P,Vessel,553,,2,1842,,1842.09.10 wrecked Jamaica
ShowShip.php?id=2109,1465,0,Spitfire,1845,W,P,Gunvessel,432,500,5,1888,,1851 survey vessel. 1862 tug
ShowShip.php?id=2457,1466,0,Sprightly,1818,W,W,Cutter,,,6,,,1819 revenu cutter
,1467,0,Sprightly,1837,W,P,Packet,234,,,1889,445,
ShowShip.php?id=2111,1468,0,Spy,1841,W,W,Brigantine,320,,3,1862,,
ShowShip.php?id=2113,1469,0,Squirrel,1853,W,W,Brig-sloop,428,,12,1879,,
,1470,0,Squirrel,1866,,,Coastguard cutter,40,,,1905,,
ShowShip.php?id=2114,1471,0,St Columba,1847,W,P,Packet,720,,,1850,,Purchased on stocks
ShowShip.php?id=40,1472,0,St George,1840,W,W,1st rate,2693,,120,1883,454,1859 screw
ShowShip.php?id=57,1473,0,St Jean d'Acre,1853,W,S,2nd rate,3199,5499,101,1875,,
ShowShip.php?id=2116,1475,0,St Vincent,1815,W,W,1st rate,,4672,120,1906,,1841 h.s. 1862 t.s.
ShowShip.php?id=2118,1476,0,Stag,1830,W,W,5th rate,1218,,46,1866,,
,1477,0,Stag,1861,W,W,Coastguard yawl,120,,,1891,,
ShowShip.php?id=2119,1478,0,Star,1835,W,W,Packet brig,358,,8,1899,,1857 Coastguard watch vessel. 1863 = WV.11
,1479,0,Star,1860,W,S,Gunvessel,695,,4,1877,446,
ShowShip.php?id=2354,1480,0,Starling,1829,W,W,Cutter,108,,4,1844,,1834 schooner survey vessel
ShowShip.php?id=2121,1481,0,Starling,1855,W,S,Gunboat,232,,3,1871,447,
ShowShip.php?id=2122,1482,0,Staunch,1856,W,S,Gunboat,232,,4,1866,448,Sold for mercantile service
,1483,0,Staunch,1867,I,S,Gunboat,,200,1,1904,449,Prototype flatiron
ShowShip.php?id=2124,1484,0,Steady,1860,W,S,Gunvessel,,570,5,1870,450,
ShowShip.php?id=2125,1485,0,Stirling Castle,1811,W,W,3rd rate,1774,,74,1861,,1839 convict ship
ShowShip.php?id=2456,1486,0,Stork,1796,W,W,Sloop,427,,18,1816,,
ShowShip.php?id=2126,1487,0,Stork,1855,W,S,Gunboat,232,,3,1884,451,1874 c.h.
ShowShip.php?id=2127,1488,0,Stromboli,1839,W,P,1st class sloop,970,1283,6,1866,452,
ShowShip.php?id=2128,1489,0,Styx,1841,W,P,1st class sloop,1054,1379,6,1866,453,
ShowShip.php?id=2129,1490,0,Success,1825,W,W,6th rate,504,,28,1849,,1832 h.s.
,1491,0,Sulina,1854,I,P,Vessel,,,,1856,,Purchased
ShowShip.php?id=2131,1492,0,Sulphur,1826,W,W,Bomb,375,,10,1857,,1835 survey vessel. 1843 h.s.
ShowShip.php?id=2132,1493,0,Sultan,1807,W,W,3rd rate,1751,,74,1864,,1860 r.s. then target
ShowShip.php?id=2133,1494,1,Sultan,1870,I,S,Central battery ironclad,5234,9290,12,1946,455,Ships book ADM 136/50. 1906 = Fisgard IV. 1932 = Sultan training hulk
ShowShip.php?id=1456,1494,2,Fisgard IV,1906,,,,,,,,,Sultan 1870
ShowShip.php?id=2134,1494,3,Sultan,1932,,,,,,,,,Sultan 1870
ShowShip.php?id=2458,1496,0,Superb,1798,W,W,3rd rate,1919,,74,1826,,
ShowShip.php?id=2135,1497,0,Superb,1842,W,W,2nd rate,2583,,80,1869,,
ShowShip.php?id=2561,1498,0,Superb,1875,I,S,Central battery ironclad,,9170,16,1906,,order by Turkey as Memduhie later Hamidieh+ADs- purchased while building during Rusina war scare
ShowShip.php?id=2459,1499,0,Superi?ure,1803,W,W,Schooner,197,,14,1814,,1803.06.30 captured from French off San Domingo
ShowShip.php?id=2137,1500,0,Supply,1854,I,S,Storeship,638,1100,,1879,456,Purchased on stocks
,1501,0,Surly,1855,W,W,Mortar vessel,117,,1,1863,,1855 = MV.9
,1502,0,Surly,1856,W,S,Gunboat,232,,4,1869,457,
ShowShip.php?id=2140,1503,0,Surprise,1856,W,S,Gunvessel,680,,4,1866,458,
ShowShip.php?id=199,1504,0,Sutlej,1855,W,W,4th rate,2066,,50,1869,459,1860 screw
ShowShip.php?id=2460,1505,0,Swallow,1824,W,W,Brig-sloop,236,,10,1836,,
ShowShip.php?id=2141,1506,0,Swallow,1837,W,P,Packet,133,,,1848,,
ShowShip.php?id=182,1507,0,Swallow,1854,W,S,Sloop,486,626,9,1866,460,
,1508,0,Swallow,1868,W,S,Gunvessel,664,805,3,1882,461,
ShowShip.php?id=2143,1509,0,Swan,1811,W,W,Cutter,144,,10,1874,,1844 lent Church Mission Society
,1510,0,Swan,1856,W,S,Gunboat,232,,4,1906,462,1869 hulk
ShowShip.php?id=2145,1511,0,Swift,1835,W,W,Packet brig,361,,8,1866,,1861 = YC.3 mooring vessel
ShowShip.php?id=2461,1512,0,Swiftsure,1804,W,W,3rd rate,1724,,74,1845,,1819.05 r.s.
ShowShip.php?id=2146,1513,1,Swiftsure,1870,I,S,Central battery ironclad,3893,6910,14,1908,463,1901 hulk. 1904 = Orontes
ShowShip.php?id=1838,1513,2,Orontes,1904,,,,,,,,,Swiftsure 1870
ShowShip.php?id=2462,1514,0,Swinger,1804,W,W,Gun-brig,178,,12,1812,,
,1515,0,Swinger,1813,W,W,Gun-brig,180,,12,1877,,1829 mooring lighter
ShowShip.php?id=2148,1516,0,Swinger,1855,W,S,Gunboat,232,,3,1864,,
,1517,0,Swinger,1872,C,S,Gunboat,295,430,4,1924,464,1895 hulk
ShowShip.php?id=2463,1518,0,Sybille,1794,W,W,5th rate,1091,,44,1833,,1794.06.17 captured from French in Mediterranean
ShowShip.php?id=2150,1519,0,Sybille,1847,W,W,5th rate,1633,,36,1866,,
ShowShip.php?id=2151,1520,0,Sydenham,1841,,P,Gunvessel,596,,,1846,,Purchased
ShowShip.php?id=2152,1521,0,Sylph,1821,W,W,Tender,114,,,1888,,1862 lent Customs as watch vessel
ShowShip.php?id=2153,1522,0,Sylvia,1827,W,W,Cutter,70,,5,1859,,1842 survey vessel
ShowShip.php?id=2154,1523,0,Sylvia,1866,W,S,Gunvessel,695,865,4,1889,,1866.10 survey vessel
ShowShip.php?id=2360,1524,0,Talavera,1818,W,W,3rd rate,1718,,74,1840,,Ordered as Thunderer. 1840.09.27 burned by accident at Plymouth
ShowShip.php?id=2155,1525,0,Talbot,1824,W,W,6th rate,500,,28,1896,,1855 powder hulk
ShowShip.php?id=2156,1526,0,Tamar,1863,I,S,Troopship,2812,4650,3,1941,465,1897 base ship. 1941 scuttled at Hong Kong
ShowShip.php?id=2157,1527,0,Tartar,1814,W,W,5th rate,949,,38,1859,,1830 r.s.
ShowShip.php?id=131,1528,0,Tartar,1854,W,S,Corvette,1322,1965,18,1866,466,ex-Russian Wojn seized on stocks
ShowShip.php?id=2158,1529,0,Tartarus,1834,W,P,Gunvessel,523,560,2,1860,,
,1530,0,Tavy,1797,W,W,Storeship,171,,,1869,,1862 = YC.11 luggage lighter
ShowShip.php?id=2160,1531,0,Teazer,1846,W,S,Gunvessel,296,,2,1862,,
ShowShip.php?id=2161,1532,0,Teazer,1868,C,S,Gunvessel,464,603,4,1887,467,
ShowShip.php?id=2516,1533,0,Tees,1817,W,W,6th rate,452,,28,1872,,1826.10 lent as church ship
ShowShip.php?id=2536,1534,1,Temeraire,1876,I,S,central-battery ironclad,,8571,14,1921,,1904.04 = Indus II t.s.
ShowShip.php?id=2537,1534,2,Indus II,1904,,,,,,,,,Temeraire 1876
ShowShip.php?id=2162,1535,0,Tenedos,1812,W,W,5th rate,1083,,38,1875,,1843 convict hulk
ShowShip.php?id=183,1536,0,Tenedos,1870,W,S,Sloop (1876: Corvette),1275,1755,6,1887,468,
ShowShip.php?id=2166,1540,1,Termagant,1822,W,W,6th rate,500,,28,1862,,1824 = Herald survey ship
ShowShip.php?id=1560,1540,2,Herald,1824,,,,,,,,,Termagant 1822
ShowShip.php?id=2356,1541,0,Termagant,1838,W,W,Brigantine,231,,3,1845,,
ShowShip.php?id=95,1542,0,Termagant,1847,W,S,Frigate,1560,2403,24,1867,469,
,1543,0,Terpsichore,1847,W,W,Sloop,602,,18,1866,,1865 torpedo target
ShowShip.php?id=2168,1544,0,Terrible,1845,W,P,1st class frigate,1850,3189,19,1879,,Laid down as Simoom
ShowShip.php?id=2169,1545,0,Terror,1813,W,W,Bomb,326,,10,1848,,1836 discovery vessel. 1848 abandoned in Artic
ShowShip.php?id=2170,1546,0,Terror,1856,I,S,Floating battery,,1844,16,1902,470,1857 base ship
,1548,0,Thais,1856,I,P,Tug,278,,0,1869,471,
ShowShip.php?id=2173,1549,0,Thalia,1830,W,W,5th rate,1082,,46,1867,,
ShowShip.php?id=132,1550,0,Thalia,1869,W,S,Corvette,1459,2240,6,1920,472,1886 troopship. 1891 powder hulk. 1915 base ship
ShowShip.php?id=2174,1551,0,Thames,1805,W,W,Cutter tender,65,,,1872,,1866 = YC.2 dockyard craft
,1552,0,Thames,1823,W,W,5th rate,1088,,46,1863,,1841 convict ship. 1863.09.06 sunk at moorings
ShowShip.php?id=2176,1553,0,Thetis,1846,W,W,5th rate,1524,,36,1855,,
ShowShip.php?id=133,1554,0,Thetis,1871,W,S,Corvette,1322,1860,10,1887,473,
ShowShip.php?id=2177,1555,0,Thisbe,1824,W,W,5th rate,1083,,46,1892,,1863 lent as church ship
ShowShip.php?id=2178,1556,0,Thistle,1855,W,S,Gunboat,232,,3,1863,,
,1557,0,Thistle,1868,C,S,Gunvessel,465,603,4,1888,474,
ShowShip.php?id=2180,1558,0,Thrasher,1856,W,S,Gunboat,232,,4,1883,475,
,1559,0,Thrush,1856,W,S,Gunboat,233,,2,1864,,
ShowShip.php?id=2182,1560,0,Thunder,1829,W,W,Bomb,372,,12,1851,,1833 survey vessel
ShowShip.php?id=2183,1561,0,Thunder,1855,W,S,Ironclad floating battery,1469,,14,1874,476,
ShowShip.php?id=2184,1562,0,Thunderbolt,1842,W,P,1st class sloop,1059,1669,6,1847,,1847.02.03 wrecked Cape Recife S. Africa
,1563,1,Thunderbolt,1856,I,S,Floating battery,1954,,16,1848,,1873 floating pier-head.1916-1919 = Daedalus depot ship. 1948 rammed and sunk
,1563,2,Daedalus,1916,,,,,,,,,Thunderbolt 1856
ShowShip.php?id=2186,1564,1,Thunderer,1831,W,W,2nd rate,2279,,84,1901,,1863 target. 1869 = Comet. 1870 = Nettle
ShowShip.php?id=1261,1564,2,Comet,1869,,,,,,,,,Thunderer 1831
ShowShip.php?id=1814,1564,3,Nettle,1870,,,,,,,,,Thunderer 1831
ShowShip.php?id=2187,1565,0,Thunderer,1872,I,S,Turret ship,4407,9330,4,1909,,
ShowShip.php?id=2188,1566,0,Tickler,1855,W,S,Gunboat,232,,4,1863,,
ShowShip.php?id=2189,1567,0,Tiger,1849,W,P,Sloop,1221,,10,1854,,1852 rated 2nd class frigate. 1854.05.12 ran aground off Odessa and later destroyed by Russian fire
,1568,0,Tilbury,1856,W,S,Gunboat,232,,4,1865,,
,1569,0,Tiny,1856,W,S,Gunboat,212,,2,1864,477,
ShowShip.php?id=2192,1570,0,Topaze,1814,W,W,5th rate,1060,,38,1851,,ex-Etoile (French) 1814.03.27 captured off La Hogue.1823 r.s. 1850 target
ShowShip.php?id=96,1571,0,Topaze,1858,W,S,Frigate,2659,3915,51,1884,,
ShowShip.php?id=2193,1572,0,Torch,1845,I,P,Gunvessel,344,505,1,1856,,
ShowShip.php?id=2194,1573,0,Torch,1859,W,S,Gunvessel,428,570,5,1881,,
ShowShip.php?id=2517,1574,0,Toronto,1838,W,P,,,,,1843,,
,1575,0,Tortoise,1789,W,W,Store lighter,144,,,1863,,
ShowShip.php?id=2197,1577,0,Tourmaline,1875,C,S,Corvette,,2120,12,1920,,1899 c.h. 1904 = C.115
ShowShip.php?id=2198,1578,1,Trafalgar,1820,W,W,1st rate,2404,,106,1906,,1825 = Camperdown. 1854 h.s. 1857 c.h. 1882 = Pitt.
ShowShip.php?id=1202,1578,2,Camperdown,1825,,,,,,,,,Trafalgar 1820
ShowShip.php?id=1897,1578,3,Pitt,1882,,,,,,,,,Trafalgar 1820
ShowShip.php?id=41,1579,1,Trafalgar,1841,W,W,1st rate,2694,,110,1906,57,1859 screw 89 guns. 1873 = Boscawen
ShowShip.php?id=1151,1579,2,Boscawen,1873,,,,,,,,57,Trafalgar 1841
,1580,0,Trafalgar,1887,I,S,Turret ship,,11940,18,1911,,
ShowShip.php?id=2200,1581,0,Transit,1855,I,S,Troopship,2587,,,1857,,Purchased on stocks. 1857.07.10 wrecked in Banka Strait
ShowShip.php?id=2518,1582,0,Traveller,1839,W,P,,,,,,,1839.04.30 purchased. 1844 sold for mercantile service
ShowShip.php?id=2201,1583,0,Traveller,1856,W,S,Gunboat,232,,4,1863,478,
ShowShip.php?id=2202,1584,1,Tremendous,1784,W,W,3rd rate,1656,,74,1897,,1810 rebuilt 1706 bm. 1845 = Grampus reduced to 50 guns. 1856 powder hulk.
ShowShip.php?id=1512,1584,2,Grampus,1845,,,,,,,,,Tremendous 1784
ShowShip.php?id=2361,1585,0,Tribune,1803,W,W,5th rate,884,,36,1839,,1833 24 gun 6th rate. 1839.11.28 wrecked near Tarragona
ShowShip.php?id=97,1586,0,Tribune,1853,W,S,Corvette,1570,2243,31,1866,479,
ShowShip.php?id=2204,1587,0,Trident,1845,I,P,Sloop,850,903,6,1866,,
ShowShip.php?id=2205,1588,1,Trincomalee,1817,W,W,5th rate,1066,1447,46,,,
ShowShip.php?id=1478,1588,2,Foudroyant,1897,,,,,,,,,Trincomalee 1817
ShowShip.php?id=2362,1589,0,Trinculo,1809,W,W,Brig-sloop,389,,18,1841,,
,1590,0,Trinculo,1860,W,S,Gunboat,268,330,2,1870,,
ShowShip.php?id=2207,1591,0,Triton,1846,I,P,Sloop,650,1055,4,1872,480,
ShowShip.php?id=2208,1592,0,Triumph,1764,W,W,3rd rate,1825,,74,1850,,1813 h.s.
ShowShip.php?id=2210,1593,1,Triumph,1870,I,S,Central battery ironclad,,6640,14,1921,481,1900 h.s. 1904 = Tenedos d.s. then t.s. 1912 = Indus IV. 1915 = Algiers
ShowShip.php?id=2163,1593,2,Tenedos,1904,,,,,,,,,Triumph 1870
ShowShip.php?id=1615,1593,3,Indus IV,1912,,,,,,,,,Triumph 1870
ShowShip.php?id=1048,1593,4,Algiers,1915,,,,,,,,,Triumph 1870
ShowShip.php?id=2212,1595,0,Trusty,1855,W,S,Armoured floating battery,1539,,14,1864,482,
,1596,1,Trusty,1866,I,P,Tug,319,521,0,1920,483,1917 = Trustful
,1596,2,Trustful,1917,,,,,,,,,Trusty 1866
ShowShip.php?id=2546,1597,0,Turquoise,1876,C,S,Corvette,,2120,12,1892,,
,1598,0,Turtle,1865,I,S,Tug,37,41,0,1873,484,1864.01.03 launched. Purchased ex-mercentile. 1873.04.17 foundered at Ascension Island
ShowShip.php?id=2214,1599,0,Tweed,1823,W,W,6th rate,500,,28,1852,,
ShowShip.php?id=2215,1600,0,Tyne,1826,W,W,6th rate,600,,28,1862,,1848 storeship
ShowShip.php?id=2550,1602,0,Tyne,1878,I,S,Storeship,,3560,2,1920,,
ShowShip.php?id=2217,1603,0,Tyrian,1826,W,W,Brig-sloop,233,,10,1892,,1847 quarantine hulk. 1866 Coastguard d.s.
,1604,0,Tyrian,1861,W,S,Gunboat,268,330,2,1891,,1883 tug
ShowShip.php?id=2219,1605,0,Undaunted,1807,W,W,5th rate,1086,,38,1860,,1856 target
ShowShip.php?id=98,1606,0,Undaunted,1861,W,S,Frigate,3039,4094,51,1882,485,
ShowShip.php?id=2539,1607,0,Undine,0,,,,,,,,,Windfire 1888
,1608,0,Undine,1848,I,P,Packet,284,,,1854,,
ShowShip.php?id=2221,1609,1,Unicorn,1824,W,W,5th rate,1084,,46,,,1860 powder hulk. 1873 RNR drill ship. 1939 = Unicorn II. 1941 = Cressy. 1959 = Unicorn. 1968 preserved. still extant.
ShowShip.php?id=2222,1609,2,Unicorn II,1939,,,,,,,,,Unicorn 1824
ShowShip.php?id=1293,1609,3,Cressy,1941,,,,,,,,,Unicorn 1824
ShowShip.php?id=2464,1611,0,Union,1823,W,W,Schooner,85,,3,1828,,1828.05.17 wrecked in West Indies
ShowShip.php?id=2465,1612,0,Unique,1807,W,W,Gun-brig,183,,12,1809,,1807.09.23 captured from French in West Indies. 1809.05.31 burnt by French at Guadeloupe
,1613,0,Unity,1788,W,W,Store vessel,142,,,1878,,18?? = YC.13
ShowShip.php?id=2224,1615,0,Urgent,1837,W,P,Packet,561,,,1850,,
ShowShip.php?id=2225,1616,0,Urgent,1855,I,S,Troopship,,2801,2,1903,486,Laid down as Assaye purchased on stocks. 1876 d.s.
ShowShip.php?id=2226,1617,1,Valiant,1863,I,S,Broadside ironclad frigate,,6710,18,1956,487,1888 h.s. 1897 d.s. 1904 = Indus IV. 1916 = Valiant (old). 1919 = Valiant III. 1924 oil hulk
ShowShip.php?id=1614,1617,2,Indus IV,1904,,,,,,,,,Valiant 1863
ShowShip.php?id=2227,1617,3,Valiant (old),1916,,,,,,,,,Valiant 1863
ShowShip.php?id=2228,1617,4,Valiant III,1919,,,,,,,,,Valiant 1863
